uuid,name,superClass,interfaces,isInterface,hasSuperClass,hasInterfaces,fields
dcd0d8ed-237d-43b9-803e-6f31029643cd,java.lang.invoke.ForceInline,,java.lang.annotation.Annotation,true,false,true,
5a6c1d35-1271-4cbc-9345-ef33d7f28e84,java.util.regex.Pattern$CharPropertyNames$14,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
c55b503b-7b1c-49b5-9e66-698cd0b54e15,java.util.stream.StreamSpliterators$WrappingSpliterator,java.util.stream.StreamSpliterators$AbstractWrappingSpliterator,,false,true,false,
3143a965-fd9a-45be-8349-e7368cb42111,java.util.PropertyResourceBundle,java.util.ResourceBundle,,false,true,false,"[""lookup"",""2"",""java.util.Map""]"
5e623adc-3c91-4620-987a-2390da1cd5c1,java.security.Policy$PolicyDelegate,java.security.Policy,,false,true,false,"[""p"",""2"",""java.security.Provider""]|[""params"",""2"",""java.security.Policy$Parameters""]|[""type"",""2"",""java.lang.String""]|[""spi"",""2"",""java.security.PolicySpi""]"
1e396b40-c8a7-43d6-a449-c7c0bed19a08,java.util.regex.Pattern$CharPropertyNames$15,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
47cd9dea-fbd0-4df7-ace5-a529bf38b134,java.util.stream.Collectors$Partition$1,java.util.AbstractSet,,false,true,false,"[""this$0"",""4112"",""java.util.stream.Collectors$Partition""]"
73fa9c8a-e88b-480e-9044-987ade46d4ea,java.util.regex.Pattern$CharPropertyNames$16,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
8fd8639e-aa57-4cfe-8f27-4e7945b2f418,java.security.spec.X509EncodedKeySpec,java.security.spec.EncodedKeySpec,,false,true,false,
1cb2869b-3560-4ea5-a10c-18634406fe1d,java.util.regex.Pattern$CharPropertyNames$10,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
793228ce-705a-4b30-a011-887a6c3c74a3,java.time.ZoneId,,java.io.Serializable,false,false,true,"[""SHORT_IDS"",""25"",""java.util.Map""]|[""serialVersionUID"",""26"",""long""]"
54fbb949-e7dd-418c-a167-7355eacd85d8,java.util.concurrent.ConcurrentLinkedQueue$Node,,,false,false,false,"[""UNSAFE"",""26"",""sun.misc.Unsafe""]|[""nextOffset"",""26"",""long""]|[""itemOffset"",""26"",""long""]|[""item"",""64"",""java.lang.Object""]|[""next"",""64"",""java.util.concurrent.ConcurrentLinkedQueue$Node""]"
1ef764ad-189a-4505-a112-38dabde102df,java.util.regex.Pattern$CharPropertyNames$11,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
ff748e5f-2c6d-4d6b-a4b6-e02ce4e6c321,java.util.regex.Pattern$CharPropertyNames$12,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
48f8a7cf-d68b-4676-a744-22b11b1b2023,java.lang.StringCoding$StringEncoder,,,false,false,false,"[""ce"",""2"",""java.nio.charset.CharsetEncoder""]|[""requestedCharsetName"",""18"",""java.lang.String""]|[""cs"",""2"",""java.nio.charset.Charset""]|[""isTrusted"",""18"",""boolean""]"
923b8067-e606-4ace-9261-11ad523a0142,java.security.Permission,,java.security.Guard|java.io.Serializable,false,false,true,"[""name"",""2"",""java.lang.String""]|[""serialVersionUID"",""26"",""long""]"
89a665f9-0994-4aa5-84ff-ea0b4411bbed,java.lang.StringBuilder,java.lang.AbstractStringBuilder,java.io.Serializable|java.lang.CharSequence,false,true,true,"[""serialVersionUID"",""24"",""long""]"
0223d49b-0262-4192-814b-6edf3d88e502,sun.net.ProgressMonitor,,,false,false,false,"[""pm"",""10"",""sun.net.ProgressMonitor""]|[""progressListenerList"",""2"",""java.util.ArrayList""]|[""progressSourceList"",""2"",""java.util.ArrayList""]|[""meteringPolicy"",""10"",""sun.net.ProgressMeteringPolicy""]"
35899417-8f1f-4aa3-b552-90627f84bfed,java.security.cert.CertificateEncodingException,java.security.cert.CertificateException,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
4d4011fb-884d-4827-8a25-833ceff79454,jdk.internal.org.objectweb.asm.MethodWriter,jdk.internal.org.objectweb.asm.MethodVisitor,,false,true,false,"[""compute"",""18"",""int""]|[""itanns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter""]|[""firstHandler"",""2"",""jdk.internal.org.objectweb.asm.Handler""]|[""cattrs"",""2"",""jdk.internal.org.objectweb.asm.Attribute""]|[""classReaderOffset"",""0"",""int""]|[""CHOP_FRAME"",""24"",""int""]|[""MAXS"",""26"",""int""]|[""exceptions"",""0"",""int[]""]|[""lastCodeOffset"",""2"",""int""]|[""tanns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter""]|[""localVar"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""maxStackSize"",""2"",""int""]|[""localVarTypeCount"",""2"",""int""]|[""previousBlock"",""2"",""jdk.internal.org.objectweb.asm.Label""]|[""stackSize"",""2"",""int""]|[""currentLocals"",""2"",""int""]|[""synthetics"",""2"",""int""]|[""frameCount"",""2"",""int""]|[""stackMap"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""lastHandler"",""2"",""jdk.internal.org.objectweb.asm.Handler""]|[""name"",""18"",""int""]|[""localVarType"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""localVarCount"",""2"",""int""]|[""FULL_FRAME"",""24"",""int""]|[""descriptor"",""18"",""java.lang.String""]|[""anns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter""]|[""cw"",""16"",""jdk.internal.org.objectweb.asm.ClassWriter""]|[""SAME_FRAME_EXTENDED"",""24"",""int""]|[""ctanns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter""]|[""lineNumber"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""ipanns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter[]""]|[""attrs"",""2"",""jdk.internal.org.objectweb.asm.Attribute""]|[""ACC_CONSTRUCTOR"",""24"",""int""]|[""FRAMES"",""26"",""int""]|[""currentBlock"",""2"",""jdk.internal.org.objectweb.asm.Label""]|[""APPEND_FRAME"",""24"",""int""]|[""handlerCount"",""2"",""int""]|[""lineNumberCount"",""2"",""int""]|[""signature"",""0"",""java.lang.String""]|[""SAME_FRAME"",""24"",""int""]|[""SAME_LOCALS_1_STACK_ITEM_FRAME_EXTENDED"",""24"",""int""]|[""ictanns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter""]|[""maxStack"",""2"",""int""]|[""methodParameters"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""NOTHING"",""26"",""int""]|[""access"",""2"",""int""]|[""labels"",""2"",""jdk.internal.org.objectweb.asm.Label""]|[""desc"",""18"",""int""]|[""code"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""resize"",""2"",""boolean""]|[""previousFrameOffset"",""2"",""int""]|[""annd"",""2"",""jdk.internal.org.objectweb.asm.ByteVector""]|[""RESERVED"",""24"",""int""]|[""exceptionCount"",""0"",""int""]|[""frame"",""2"",""int[]""]|[""previousFrame"",""2"",""int[]""]|[""maxLocals"",""2"",""int""]|[""panns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter[]""]|[""subroutines"",""2"",""int""]|[""classReaderLength"",""0"",""int""]|[""SAME_LOCALS_1_STACK_ITEM_FRAME"",""24"",""int""]|[""methodParametersCount"",""2"",""int""]|[""ianns"",""2"",""jdk.internal.org.objectweb.asm.AnnotationWriter""]"
175339d3-dbc3-465d-aeb2-885ada600feb,sun.nio.cs.ArrayDecoder,,,true,false,false,
71c4de04-53f1-4a26-b463-2929ff0509b9,javax.crypto.JceSecurityManager$1,,java.security.PrivilegedAction,false,false,true,
31153317-baed-4e60-b979-6108c0d894ab,java.lang.Short$ShortCache,,,false,false,false,"[""cache"",""24"",""java.lang.Short[]""]"
fe0c70b3-1697-4b21-820c-00edaecc61e8,java.util.stream.Node,,,true,false,false,
c1cb1b71-5ed1-424c-8d09-e90ad899cf56,java.util.regex.Pattern$CharPropertyNames$20,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
7a58be30-07e4-4376-a2ef-8290739b8961,java.util.HashMap$HashIterator,,,false,false,false,"[""expectedModCount"",""0"",""int""]|[""next"",""0"",""java.util.HashMap$Node""]|[""current"",""0"",""java.util.HashMap$Node""]|[""this$0"",""4112"",""java.util.HashMap""]|[""index"",""0"",""int""]"
b30df90f-2fc6-4dbe-9d05-ec073e08cdea,java.util.regex.Pattern$CharPropertyNames$21,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
bae6b635-aaa0-4d3d-a5d1-c99e2504a04c,java.lang.ref.Reference$ReferenceHandler,java.lang.Thread,,false,true,false,
0a9d73e2-c301-42a9-b7f6-64d8f2b5c0bc,java.util.regex.Pattern$CharPropertyNames$22,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
330f1d7a-24ae-423c-8cee-0e94eb15e7c5,java.util.regex.Pattern$CharPropertyNames$23,java.util.regex.Pattern$CharPropertyNames$CloneableProperty,,false,true,false,
e82983c9-841d-4a87-ae77-9983b8e7ff88,sun.security.x509.AVAComparator,,java.util.Comparator,false,false,true,"[""INSTANCE"",""26"",""java.util.Comparator""]"
526ecb85-ed55-4bcf-be26-6241ec9943b4,java.util.concurrent.ConcurrentHashMap$ForEachTransformedEntryTask,java.util.concurrent.ConcurrentHashMap$BulkTask,,false,true,false,"[""transformer"",""16"",""java.util.function.Function""]|[""action"",""16"",""java.util.function.Consumer""]"
feb3b3bf-20d6-4b07-b0f2-f7313958bb5d,java.lang.ref.SoftReference,java.lang.ref.Reference,,false,true,false,"[""timestamp"",""2"",""long""]|[""clock"",""10"",""long""]"
7237c2b2-d61f-44a7-9725-a731450c3455,java.util.Collections$SingletonMap,java.util.AbstractMap,java.io.Serializable,false,true,true,"[""k"",""18"",""java.lang.Object""]|[""values"",""130"",""java.util.Collection""]|[""serialVersionUID"",""26"",""long""]|[""keySet"",""130"",""java.util.Set""]|[""entrySet"",""130"",""java.util.Set""]|[""v"",""18"",""java.lang.Object""]"
7d3f9b0d-c168-4dba-ad83-d96cffe484f6,java.util.stream.Nodes$CollectorTask$OfInt,java.util.stream.Nodes$CollectorTask,,false,true,false,
c03e8a38-eb82-40f4-b1bf-cea0ee89798c,java.util.stream.StreamSpliterators$UnorderedSliceSpliterator$OfDouble,java.util.stream.StreamSpliterators$UnorderedSliceSpliterator$OfPrimitive,java.util.Spliterator$OfDouble|java.util.function.DoubleConsumer,false,true,true,"[""tmpValue"",""0"",""double""]"
1c3d0104-42bc-48e0-b657-5ac32a175286,java.lang.IncompatibleClassChangeError,java.lang.LinkageError,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
f0a9f1bb-d656-4474-a7a9-c9be0683f357,java.time.format.DateTimeFormatterBuilder$ReducedPrinterParser,java.time.format.DateTimeFormatterBuilder$NumberPrinterParser,,false,true,false,"[""BASE_DATE"",""24"",""java.time.LocalDate""]|[""baseDate"",""18"",""java.time.chrono.ChronoLocalDate""]|[""baseValue"",""18"",""int""]"
4addab42-c3b5-4c9a-bba5-a05aa3477120,sun.security.x509.OIDMap$OIDInfo,,,false,false,false,"[""clazz"",""66"",""java.lang.Class""]|[""className"",""16"",""java.lang.String""]|[""oid"",""16"",""sun.security.util.ObjectIdentifier""]|[""name"",""16"",""java.lang.String""]"
a04dc3e3-ee5a-41b0-8ccb-e8e4d3d0e72f,java.time.chrono.ThaiBuddhistDate$1,,,false,false,false,"[""$SwitchMap$java$time$temporal$ChronoField"",""4120"",""int[]""]"
a908f3f2-d891-401d-af0a-a34eaf3a3a91,sun.misc.URLClassPath$Loader$1,sun.misc.Resource,,false,true,false,"[""val$name"",""4112"",""java.lang.String""]|[""val$url"",""4112"",""java.net.URL""]|[""val$uc"",""4112"",""java.net.URLConnection""]|[""this$0"",""4112"",""sun.misc.URLClassPath$Loader""]"
46cacc63-15e8-4054-9f33-94a6255d1c21,java.util.ArraysParallelSortHelpers$FJChar$Sorter,java.util.concurrent.CountedCompleter,,false,true,false,"[""serialVersionUID"",""24"",""long""]|[""base"",""16"",""int""]|[""wbase"",""16"",""int""]|[""gran"",""16"",""int""]|[""w"",""16"",""char[]""]|[""a"",""16"",""char[]""]|[""size"",""16"",""int""]"
df088908-d5f5-46a1-b833-a4cddd7aca3c,sun.security.timestamp.TimestampToken,,,false,false,false,"[""serialNumber"",""2"",""java.math.BigInteger""]|[""nonce"",""2"",""java.math.BigInteger""]|[""genTime"",""2"",""java.util.Date""]|[""hashedMessage"",""2"",""byte[]""]|[""version"",""2"",""int""]|[""hashAlgorithm"",""2"",""sun.security.x509.AlgorithmId""]|[""policy"",""2"",""sun.security.util.ObjectIdentifier""]"
d411b73b-1aef-4aad-80eb-a7189cc6ecf3,java.nio.file.ClosedWatchServiceException,java.lang.IllegalStateException,,false,true,false,"[""serialVersionUID"",""24"",""long""]"
7beaeec2-5d55-4d9e-a2bd-e90a17bc85db,java.util.Collections$CheckedList$lambda_replaceAll_0__296,,java.util.function.UnaryOperator,false,false,true,"[""cap1"",""0"",""java.util.function.UnaryOperator""]|[""cap0"",""0"",""java.util.Collections$CheckedList""]"
53a731f6-706e-4065-8c05-f8614f1d1a42,java.lang.ProcessEnvironment$StringEntrySet,java.util.AbstractSet,,false,true,false,"[""s"",""18"",""java.util.Set""]"
38bba81e-da7e-404f-98c7-5643f4a52ef3,java.util.stream.Streams$IntStreamBuilderImpl,java.util.stream.Streams$AbstractStreamBuilderImpl,java.util.stream.IntStream$Builder|java.util.Spliterator$OfInt,false,true,true,"[""buffer"",""0"",""java.util.stream.SpinedBuffer$OfInt""]|[""first"",""0"",""int""]"
32b47783-ee5f-4606-be44-ffb46641f6f3,java.util.stream.ReduceOps$7ReducingSink,java.util.stream.ReduceOps$Box,java.util.stream.ReduceOps$AccumulatingSink|java.util.stream.Sink$OfInt,false,true,true,"[""val$combiner"",""4112"",""java.util.function.BinaryOperator""]|[""val$accumulator"",""4112"",""java.util.function.ObjIntConsumer""]|[""val$supplier"",""4112"",""java.util.function.Supplier""]"
f989618b-6549-4e3f-af53-92284613ce66,java.nio.ByteBufferAsLongBufferRB,java.nio.ByteBufferAsLongBufferB,,false,true,false,"[""$assertionsDisabled"",""4120"",""boolean""]"
e1457d25-e73a-4cde-85a5-77de524d20bc,java.util.EnumMap$KeySet,java.util.AbstractSet,,false,true,false,"[""this$0"",""4112"",""java.util.EnumMap""]"
de35f572-4be9-4a44-915a-85acfcb66d4e,java.net.SocketOption,,,true,false,false,
6ed82eea-837d-4a11-bf98-2413ec5108a5,java.net.UnknownContentHandler,java.net.ContentHandler,,false,true,false,"[""INSTANCE"",""24"",""java.net.ContentHandler""]"
ce0183dc-9859-4528-9218-2b07a232af6f,sun.nio.fs.AbstractPath$1,,java.util.Iterator,false,false,true,"[""this$0"",""4112"",""sun.nio.fs.AbstractPath""]|[""i"",""2"",""int""]"
154b7522-b6bd-4e56-829d-3f5f718c4059,sun.misc.ObjectInputFilter$Config$Global$lambda_new_7__22,,java.util.function.Function,false,false,true,"[""cap0"",""0"",""java.lang.String""]"
f3f7cbd2-dec0-41aa-9991-abc998b78eaa,sun.net.NetworkClient,,,false,false,false,"[""serverOutput"",""1"",""java.io.PrintStream""]|[""connectTimeout"",""4"",""int""]|[""DEFAULT_READ_TIMEOUT"",""25"",""int""]|[""DEFAULT_CONNECT_TIMEOUT"",""25"",""int""]|[""proxy"",""4"",""java.net.Proxy""]|[""defaultConnectTimeout"",""12"",""int""]|[""readTimeout"",""4"",""int""]|[""serverSocket"",""4"",""java.net.Socket""]|[""serverInput"",""1"",""java.io.InputStream""]|[""defaultSoTimeout"",""12"",""int""]|[""encoding"",""12"",""java.lang.String""]"
8359e838-e997-4eb3-a612-bde07475f32a,java.nio.file.SecureDirectoryStream,,java.nio.file.DirectoryStream,true,false,true,
09561009-99ab-4c76-872d-fc93f5ef0503,java.net.InetAddress$2,,sun.net.spi.nameservice.NameService,false,false,true,
67baac87-41e6-437f-a643-c61012eae06d,java.net.InetAddress$1,,java.security.PrivilegedAction,false,false,true,
ca34570b-e7eb-4e3b-b639-a2664533be24,java.net.InetAddress$3,,java.security.PrivilegedExceptionAction,false,false,true,"[""val$providerName"",""4112"",""java.lang.String""]"
ebeb5883-dc62-4548-a6c7-4ecf56346ac4,java.util.WeakHashMap$WeakHashMapSpliterator,,,false,false,false,"[""current"",""0"",""java.util.WeakHashMap$Entry""]|[""est"",""0"",""int""]|[""expectedModCount"",""0"",""int""]|[""map"",""16"",""java.util.WeakHashMap""]|[""fence"",""0"",""int""]|[""index"",""0"",""int""]"
4a082a9c-7f3a-4d4e-8fc2-e5f87bf0d4d4,java.security.cert.CRL,,,false,false,false,"[""type"",""2"",""java.lang.String""]"
bb6ed5c3-b280-4301-a65a-73f409a0d16f,java.util.concurrent.Delayed,,java.lang.Comparable,true,false,true,
95918823-317a-4373-901d-ffd07e932350,sun.nio.fs.UnixFileModeAttribute,,,false,false,false,"[""ALL_READWRITE"",""24"",""int""]|[""ALL_PERMISSIONS"",""24"",""int""]|[""TEMPFILE_PERMISSIONS"",""24"",""int""]"
28540db4-a31a-493a-a7fa-8d1bdf9cc7b1,java.nio.ByteBufferAsLongBufferRL,java.nio.ByteBufferAsLongBufferL,,false,true,false,"[""$assertionsDisabled"",""4120"",""boolean""]"
591414e7-1328-446d-8145-36cbfe8daa81,java.util.stream.Nodes$AbstractConcNode,,java.util.stream.Node,false,false,true,"[""left"",""20"",""java.util.stream.Node""]|[""right"",""20"",""java.util.stream.Node""]|[""size"",""18"",""long""]"
f6c99bd3-557b-4eac-8669-b30289553194,sun.security.timestamp.TSResponse,,,false,false,false,"[""TIME_NOT_AVAILABLE"",""25"",""int""]|[""ADD_INFO_NOT_AVAILABLE"",""25"",""int""]|[""encodedTsToken"",""2"",""byte[]""]|[""GRANTED_WITH_MODS"",""25"",""int""]|[""REVOCATION_WARNING"",""25"",""int""]|[""tstInfo"",""2"",""sun.security.timestamp.TimestampToken""]|[""BAD_ALG"",""25"",""int""]|[""REJECTION"",""25"",""int""]|[""UNACCEPTED_POLICY"",""25"",""int""]|[""GRANTED"",""25"",""int""]|[""failureInfo"",""2"",""boolean[]""]|[""statusString"",""2"",""java.lang.String[]""]|[""BAD_DATA_FORMAT"",""25"",""int""]|[""REVOCATION_NOTIFICATION"",""25"",""int""]|[""WAITING"",""25"",""int""]|[""BAD_REQUEST"",""25"",""int""]|[""debug"",""26"",""sun.security.util.Debug""]|[""status"",""2"",""int""]|[""SYSTEM_FAILURE"",""25"",""int""]|[""UNACCEPTED_EXTENSION"",""25"",""int""]|[""tsToken"",""2"",""sun.security.pkcs.PKCS7""]"
d2379797-5ad1-41b8-8ca5-523e1ca8d0d5,java.lang.ThreadLocal,,,false,false,false,"[""threadLocalHashCode"",""18"",""int""]|[""nextHashCode"",""10"",""java.util.concurrent.atomic.AtomicInteger""]|[""HASH_INCREMENT"",""26"",""int""]"
0efe0657-6e58-47b1-9378-695433821b6d,java.util.function.DoublePredicate$lambda_or_2__107,,java.util.function.DoublePredicate,false,false,true,"[""cap0"",""0"",""java.util.function.DoublePredicate""]|[""cap1"",""0"",""java.util.function.DoublePredicate""]"
7fb0c191-08bd-422d-bade-a8c8f70c3000,java.security.DomainCombiner,,,true,false,false,
afbef6c2-fe9c-4017-8e3b-bbd679d1bd2c,java.nio.DirectDoubleBufferRU,java.nio.DirectDoubleBufferU,sun.nio.ch.DirectBuffer,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]"
f1d8b115-da3f-424c-9ea0-34da5aad706b,java.nio.DirectDoubleBufferRS,java.nio.DirectDoubleBufferS,sun.nio.ch.DirectBuffer,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]"
08d96bfd-5a11-46cb-8068-5587447b353c,java.time.Instant,,java.time.temporal.Temporal|java.time.temporal.TemporalAdjuster|java.lang.Comparable|java.io.Serializable,false,false,true,"[""MIN"",""25"",""java.time.Instant""]|[""MAX"",""25"",""java.time.Instant""]|[""EPOCH"",""25"",""java.time.Instant""]|[""serialVersionUID"",""26"",""long""]|[""MAX_SECOND"",""26"",""long""]|[""seconds"",""18"",""long""]|[""MIN_SECOND"",""26"",""long""]|[""nanos"",""18"",""int""]"
1535b7b8-68a2-4398-b138-b375d4130b80,java.net.NetworkInterface$1,,java.security.PrivilegedAction,false,false,true,
65c05503-385f-405c-b72d-f22a09064ba2,java.net.NetworkInterface$2,,java.util.Enumeration,false,false,true,"[""val$netifs"",""4112"",""java.net.NetworkInterface[]""]|[""i"",""2"",""int""]"
16b165c7-9d4f-44d6-a8d7-60c16971f824,java.time.LocalDateTime$1,,,false,false,false,"[""$SwitchMap$java$time$temporal$ChronoUnit"",""4120"",""int[]""]"
4eef2cc1-ac35-4ced-85c5-8174bf088c7f,java.nio.channels.SeekableByteChannel,,java.nio.channels.ByteChannel,true,false,true,
ff592fc5-ca96-4d6c-9789-76bc81c299ee,java.util.stream.Nodes$CollectorTask$OfRef$lambda_new_0__65,,java.util.function.LongFunction,false,false,true,"[""cap0"",""0"",""java.util.function.IntFunction""]"
52b0b136-3478-49d3-9d9d-a24033f5f3c4,java.lang.invoke.InfoFromMemberName$1,,java.security.PrivilegedAction,false,false,true,"[""this$0"",""4112"",""java.lang.invoke.InfoFromMemberName""]"
8ce1022b-663e-445a-b3ca-698dc397a9e0,sun.net.www.protocol.http.DigestAuthentication$1,,java.security.PrivilegedAction,false,false,true,
81c3f4f0-a553-41c3-8be3-11029f33c1da,java.util.stream.Nodes$DoubleArrayNode,,java.util.stream.Node$OfDouble,false,false,true,"[""curSize"",""0"",""int""]|[""array"",""16"",""double[]""]"
563f72d5-5bc3-40bf-a11c-a033494516f5,java.lang.BootstrapMethodError,java.lang.LinkageError,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
cdb793df-7a75-4dce-a890-4c821bec6baf,sun.net.spi.nameservice.NameService,,,true,false,false,
f492308c-1004-49c0-bf61-c9aa4d01a76c,sun.misc.Cleaner,java.lang.ref.PhantomReference,,false,true,false,"[""next"",""2"",""sun.misc.Cleaner""]|[""thunk"",""18"",""java.lang.Runnable""]|[""dummyQueue"",""26"",""java.lang.ref.ReferenceQueue""]|[""first"",""10"",""sun.misc.Cleaner""]|[""prev"",""2"",""sun.misc.Cleaner""]"
e20f9bf0-ce7a-4ea8-8759-09aec285a6ac,java.util.Locale$1,,,false,false,false,"[""$SwitchMap$java$util$Locale$Category"",""4120"",""int[]""]"
869bd190-b4f1-4c3f-9c63-4b71fd764fee,jdk.Exported,,java.lang.annotation.Annotation,true,false,true,
34a1ad6d-a62e-4f52-b35a-6d4fd21ecc90,java.util.ArraysParallelSortHelpers$FJChar,,,false,false,false,
5e04ae23-2c73-4b7f-bde2-174cb2f76030,sun.reflect.MethodAccessorGenerator$1,,java.security.PrivilegedAction,false,false,true,"[""val$bytes"",""4112"",""byte[]""]|[""this$0"",""4112"",""sun.reflect.MethodAccessorGenerator""]|[""val$declaringClass"",""4112"",""java.lang.Class""]|[""val$generatedName"",""4112"",""java.lang.String""]"
d16db95c-4121-457d-a55e-41ece33f3deb,java.util.concurrent.ConcurrentHashMap$ReservationNode,java.util.concurrent.ConcurrentHashMap$Node,,false,true,false,
a7f0612b-3a18-420e-b257-0bb1e63b6aad,sun.util.locale.BaseLocale$Cache,sun.util.locale.LocaleObjectCache,,false,true,false,"[""$assertionsDisabled"",""4120"",""boolean""]"
ea6a36b7-cc92-4a7c-85ad-97fc402b4ae2,sun.misc.FileURLMapper,,,false,false,false,"[""url"",""0"",""java.net.URL""]|[""path"",""0"",""java.lang.String""]"
af8c6379-2081-4791-b456-04b036181e3f,java.util.TreeMap$EntrySet,java.util.AbstractSet,,false,true,false,"[""this$0"",""4112"",""java.util.TreeMap""]"
4578acf5-a317-4788-aadc-946359018de7,sun.misc.PathPermissions$1,,java.security.PrivilegedAction,false,false,true,"[""this$0"",""4112"",""sun.misc.PathPermissions""]"
96fd6b00-763e-43d7-8b72-c9d148115670,java.nio.channels.AlreadyConnectedException,java.lang.IllegalStateException,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
80d4eda7-6af6-4446-95f0-47335edb51cf,java.util.stream.StreamSpliterators$DelegatingSpliterator$OfLong,java.util.stream.StreamSpliterators$DelegatingSpliterator$OfPrimitive,java.util.Spliterator$OfLong,false,true,true,
200c0181-34a4-45c7-881f-cb2204860b7d,java.nio.charset.Charset$ExtendedProviderHolder,,,false,false,false,"[""extendedProvider"",""24"",""java.nio.charset.spi.CharsetProvider""]"
dd0cb13c-8519-4d1a-a7a8-de1aa2d6b8d3,java.util.jar.JarEntry,java.util.zip.ZipEntry,,false,true,false,"[""certs"",""0"",""java.security.cert.Certificate[]""]|[""signers"",""0"",""java.security.CodeSigner[]""]|[""attr"",""0"",""java.util.jar.Attributes""]"
44f07692-b84d-4b02-a67f-e06c191e6304,java.net.Proxy$Type,java.lang.Enum,,false,true,false,"[""SOCKS"",""16409"",""java.net.Proxy$Type""]|[""HTTP"",""16409"",""java.net.Proxy$Type""]|[""$VALUES"",""4122"",""java.net.Proxy$Type[]""]|[""DIRECT"",""16409"",""java.net.Proxy$Type""]"
6195f7d7-0e81-4c6e-8fa9-c381ea684614,java.util.stream.Collectors$lambda_reducing_41__341,,java.util.function.BiConsumer,false,false,true,"[""cap1"",""0"",""java.util.function.Function""]|[""cap0"",""0"",""java.util.function.BinaryOperator""]"
ad3c2ca5-00fc-4d59-bede-23462654f15f,java.io.NotActiveException,java.io.ObjectStreamException,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
837dd7f0-e63f-427a-afab-877def3e6102,java.io.ObjectOutputStream$PutFieldImpl,java.io.ObjectOutputStream$PutField,,false,true,false,"[""objVals"",""18"",""java.lang.Object[]""]|[""desc"",""18"",""java.io.ObjectStreamClass""]|[""this$0"",""4112"",""java.io.ObjectOutputStream""]|[""primVals"",""18"",""byte[]""]"
35dd6cbd-ab02-4350-9dc7-c49aa2d17284,sun.nio.ch.DatagramSocketAdaptor,java.net.DatagramSocket,,false,true,false,"[""dc"",""18"",""sun.nio.ch.DatagramChannelImpl""]|[""dummyDatagramSocket"",""26"",""java.net.DatagramSocketImpl""]|[""timeout"",""66"",""int""]"
7a24b2f6-a0e7-405d-a49f-252ff319b3c8,java.util.concurrent.RunnableFuture,,java.lang.Runnable|java.util.concurrent.Future,true,false,true,
628218a3-9e1c-41b1-bc69-1c86e97b61bb,java.lang.invoke.WrongMethodTypeException,java.lang.RuntimeException,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
945e252a-ebee-419a-a620-488978916cc3,java.util.Formatter$BigDecimalLayoutForm,java.lang.Enum,,false,true,false,"[""DECIMAL_FLOAT"",""16409"",""java.util.Formatter$BigDecimalLayoutForm""]|[""SCIENTIFIC"",""16409"",""java.util.Formatter$BigDecimalLayoutForm""]|[""$VALUES"",""4122"",""java.util.Formatter$BigDecimalLayoutForm[]""]"
13bed5dd-0e1c-41b9-9aa8-bca7effaf852,java.time.format.ZoneName,,,false,false,false,"[""mzoneToZidL"",""26"",""java.util.Map""]|[""zidToMzone"",""26"",""java.util.Map""]|[""aliases"",""26"",""java.util.Map""]|[""aliasMap"",""26"",""java.lang.String[]""]|[""zidMap"",""26"",""java.lang.String[]""]|[""mzoneToZid"",""26"",""java.util.Map""]|[""mzoneMap"",""26"",""java.lang.String[]""]"
d13bcec9-0da2-426c-b65b-c77a39f28d7f,java.lang.Appendable,,,true,false,false,
